客户ID,年龄,性别,城市,职业,资产总额(AUM),存款,理财,基金,保险,信托,月均交易次数,月均交易金额,客户等级,持有产品数,持有产品,近12月资产,是否高价值客户
C10255,40,女,上海,白领,7122297.66,2463096.69,1122684.93,1231277.08,943721.93,706128.82,6,383572.08,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"6584208.21,6638658.64,6945318.63,7236815.38,7384436.61,8058219.09,7514091.88,8101495.9,8572649.73,8902762.68,9556612.55,9798883.43",1
C10256,20,男,杭州,退休,160684.63,16444.83,5005.62,4964.05,2435.05,0.0,2,7262.98,普通客户,4,存款|理财产品|基金|保险,"112460.99,110454.82,111859.68,112963.96,118143.64,114435.71,114831.74,112794.44,111168.12,112742.12,112576.49,115940.13",0
C10257,20,男,苏州,企业主,1193263.62,417953.97,110565.74,196547.05,101387.5,112585.93,23,94762.7,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1132271.51,1164191.0,1083875.6,1083435.27,1047774.9,1055618.87,1074400.8,1018574.73,1002411.54,950939.99,967129.38,984217.63",0
C10258,41,男,重庆,专业人士,1575355.27,439709.09,335226.6,230861.37,84417.45,181812.8,3,234716.21,金卡客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"1126337.96,1109447.39,1169035.47,1187147.45,1190040.19,1291426.21,1388482.83,1454472.66,1392665.84,1466350.16,1469529.03,1516815.83",0
C10259,39,男,南京,自由职业,911489.96,59892.51,251602.35,107167.57,3964.54,0.0,50,97142.0,银卡客户,5,存款|理财产品|基金|保险|外汇,"611611.98,582675.72,603488.36,636286.67,665564.03,570791.35,602954.53,696112.11,660918.27,662381.55,658388.26,693814.21",0
C10260,23,男,广州,白领,19504769.36,5683602.75,4241531.64,3404152.4,909818.56,388784.36,15,2872387.64,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"14101323.0,14472338.58,14918915.2,15119415.18,15434491.5,15862438.89,16364166.57,16702036.91,17012231.94,17253113.83,17866453.28,17866127.56",1
C10261,49,男,北京,公务员,11675189.09,2397199.48,1999445.1,1538413.22,66903.71,1436550.05,7,1470210.56,钻石客户,6,存款|理财产品|基金|保险|信托|贵金属,"6938541.1,7358677.62,7902342.39,6909958.49,8405469.28,8088134.0,6297089.24,6605059.86,5696781.55,6534512.73,7401134.3,6601361.12",1
C10262,51,男,重庆,企业主,949152.15,160142.09,91882.78,153028.56,121228.24,0.0,21,44651.53,银卡客户,5,存款|理财产品|基金|保险|国债,"793930.76,820942.2,887129.78,781767.9,893108.85,883850.71,880884.91,859084.98,985758.79,1021627.87,1066324.73,1086309.74",0
C10263,33,女,成都,退休,4058528.39,1364861.47,715552.41,255871.93,124018.92,276292.31,6,311368.32,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"4038404.23,4234146.77,3778536.58,4381568.96,3383832.18,4138709.93,3935496.87,3165431.73,4459245.66,3574311.76,3283330.13,3078891.82",0
C10264,41,男,武汉,企业主,4926291.43,716259.19,1288046.41,597303.33,225803.8,510008.05,22,128254.03,金卡客户,5,存款|理财产品|基金|保险|信托,"3756204.05,4900826.44,4294391.68,4177032.37,4655901.29,4346060.34,4249835.18,4382671.82,4536362.64,4973957.99,4024006.07,4631615.25",0
C10265,54,女,杭州,企业主,17780360.56,6235494.68,1218073.55,978408.04,536539.18,3280472.6,1,2300303.24,钻石客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"14166851.89,14240441.2,14281067.67,12195830.87,14710362.47,13345881.1,14217065.21,14220423.09,13164305.86,14107204.34,13413528.27,12314465.58",1
C10266,62,男,北京,专业人士,625810.25,245924.69,42407.67,95773.79,40643.85,0.0,7,67777.13,银卡客户,4,存款|理财产品|基金|保险,"385757.97,435075.34,439291.08,471050.75,460563.16,490150.71,508270.43,546948.97,561907.46,603512.53,606474.02,648825.82",0
C10267,55,男,深圳,专业人士,47026711.34,18580114.93,13229994.97,10136054.58,6271932.76,4400281.7,4,4798709.36,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"36341673.11,40432438.64,39531605.11,36899173.16,43585388.63,41576228.3,40622266.41,37642145.75,39952648.68,47519991.68,48573331.56,46004560.86",1
C10268,18,男,深圳,退休,430406.82,103389.94,64193.52,14503.18,32027.14,0.0,6,60502.46,银卡客户,4,存款|理财产品|基金|保险,"413391.64,435656.82,432383.85,454605.18,464808.15,454111.88,459479.41,465436.04,479257.94,511402.54,519776.3,525724.4",0
C10269,34,女,杭州,企业主,352589.59,101069.67,74265.65,63544.86,38527.69,0.0,1,3528.5,银卡客户,4,存款|理财产品|基金|保险,"224011.5,249398.51,232412.26,253444.55,246943.71,301813.57,307239.19,291789.18,310361.29,338058.04,331042.97,338895.07",0
C10270,58,女,北京,企业主,6742656.92,1592893.97,538827.91,1516175.89,937937.03,542934.16,5,762961.0,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"5433772.74,5805982.33,5599281.46,6017922.47,5765642.74,6354118.25,6542113.34,6706846.0,6747037.39,6406132.77,7059966.45,7288517.15",1
C10271,30,男,成都,高管,10850713.01,1462334.99,550319.14,2101941.54,211110.81,984710.37,3,878584.58,钻石客户,5,存款|理财产品|基金|保险|信托,"6615277.07,6559613.37,6759188.15,6333349.72,6502889.25,7035433.49,6550652.65,6986827.22,6815583.46,6390928.39,6881300.38,6736886.94",1
C10272,38,女,南京,退休,2984909.63,1006220.61,361869.41,165290.15,229251.53,327648.61,50,426300.88,金卡客户,5,存款|理财产品|基金|保险|信托,"3033626.73,2980002.39,2839960.44,2943627.83,2770316.97,2696789.34,2645253.81,2598064.73,2668004.0,2482911.73,2488630.17,2633653.28",0
C10273,30,男,杭州,企业主,2145247.65,651911.5,134932.38,474461.73,198293.04,183944.32,24,76214.05,金卡客户,5,存款|理财产品|基金|保险|信托,"1545756.81,1775721.08,1622008.39,1895594.1,1873372.64,1774875.77,2140797.51,1988032.75,2215147.37,2194234.73,2295396.15,2427072.24",0
C10274,57,男,北京,白领,1704774.14,583749.02,83185.59,364116.73,175617.6,177324.7,5,63347.96,金卡客户,5,存款|理财产品|基金|保险|信托,"1668367.2,1577620.63,1731215.58,1736362.22,1792214.34,1809294.4,2069813.34,1975691.64,2132358.48,2000664.74,2320261.39,2388873.16",0
C10275,46,女,上海,公务员,5183052.29,2070712.64,366038.42,941993.67,293903.21,8405.04,7,58544.41,白金客户,6,存款|理财产品|基金|保险|信托|国债,"4341053.58,4421226.47,4221641.92,4431760.55,4231084.61,4583370.5,4275734.32,4559155.05,4814244.7,4732214.68,4542135.73,4342480.35",1
C10276,47,男,杭州,退休,1060980.34,396301.64,174769.95,154637.48,63921.91,201390.96,3,136006.37,金卡客户,5,存款|理财产品|基金|保险|信托,"737240.23,714618.7,736196.7,761322.22,820340.91,813782.55,821933.61,862832.97,900783.5,902009.69,929624.04,1028354.19",0
C10277,32,男,上海,自由职业,894331.73,317438.71,177922.24,76400.94,91718.13,0.0,1,11407.78,银卡客户,4,存款|理财产品|基金|保险,"732879.63,930084.71,1082632.57,978656.43,1031792.01,1112369.02,1106103.66,1173237.92,1225044.5,1262182.6,1440600.45,1451933.02",0
C10278,48,男,上海,企业主,13295910.11,2997866.72,173101.5,1158332.96,357353.53,1720677.35,4,929076.32,钻石客户,6,存款|理财产品|基金|保险|信托|外汇,"9022360.69,11522211.03,10347239.38,12765304.54,12128726.19,12349988.34,12866817.52,15121588.82,15967912.13,14278286.29,13937090.67,13573768.35",1
C10279,52,男,南京,退休,360379.68,95009.73,101530.71,60520.8,4040.54,0.0,2,26846.81,银卡客户,5,存款|理财产品|基金|保险|外汇,"380059.33,337182.66,303357.36,283370.11,366510.16,344541.38,325714.69,306968.95,299981.65,280879.5,293521.7,244179.52",0
C10280,33,男,北京,公务员,1429360.04,548955.29,49602.46,338138.16,157235.65,182243.06,21,35689.38,金卡客户,5,存款|理财产品|基金|保险|信托,"1370369.07,1137699.53,1343791.15,1364677.13,1137082.39,1236293.07,1295738.32,1172381.23,1275275.22,1153840.2,1106485.33,1227513.6",0
C10281,30,女,北京,高管,4209724.91,407835.74,1191927.48,846368.25,114076.12,342307.73,1,251687.16,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"3765666.56,3547067.09,3699183.39,3779938.06,3861388.69,3913400.53,3884300.55,4034631.75,4024788.49,4003020.25,4143054.66,4165996.2",0
C10282,23,女,南京,高管,4358045.82,377101.75,1284780.11,937249.84,449684.07,818223.01,3,313351.6,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"3391792.38,3114389.0,3247257.84,3210500.91,3383662.75,3128789.01,3513422.33,3353514.77,3313617.11,3379568.7,3321607.89,3058071.48",0
C10283,45,男,广州,白领,2921876.96,749292.08,175852.91,209885.97,70955.86,145682.07,32,121211.58,金卡客户,5,存款|理财产品|基金|保险|信托,"1767768.03,2083681.14,2224586.69,2019895.96,2315287.95,2335014.73,2543718.04,2298644.9,2266763.59,2424910.68,2725895.42,2354336.03",0
C10284,18,男,北京,专业人士,1765828.92,595002.86,293449.9,198912.9,75628.26,105258.42,22,256768.92,金卡客户,5,存款|理财产品|基金|保险|信托,"1347341.36,1394227.49,1471792.95,1458911.93,1487778.97,1517613.61,1487621.24,1528480.6,1617528.15,1534130.26,1612825.44,1620248.75",0
C10285,48,女,上海,高管,3471594.88,503906.35,176744.35,623550.67,401015.57,321003.45,1,381778.87,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"3208070.57,3327433.63,3238780.51,3228445.04,3269743.18,3199471.9,3030676.06,3162825.02,3154633.31,3110222.61,3029914.95,3067667.49",0
C10286,44,女,上海,专业人士,736181.01,99347.81,219015.26,36331.22,63553.06,0.0,5,72710.91,银卡客户,4,存款|理财产品|基金|保险,"672239.33,690024.24,666828.93,707497.32,646578.66,656770.08,701998.01,708273.68,674534.39,690958.67,703092.38,691658.76",0
C10287,47,男,杭州,企业主,4287143.54,611308.94,661117.17,614293.27,595324.56,553337.86,1,291795.9,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"2890354.71,2986680.38,2813687.32,3044042.26,3041650.58,3296801.89,3396953.57,3601766.83,3172366.6,3477280.92,3840232.76,3568521.11",0
C10288,57,男,深圳,白领,10022264.94,2169784.55,1613454.2,1932132.44,994106.41,820512.65,16,1238172.18,钻石客户,6,存款|理财产品|基金|保险|信托|国债,"8549898.08,8623384.07,8996761.11,8584325.18,9334359.29,8410856.01,8265780.74,8183328.76,7832550.72,7934307.54,8243692.71,7804356.12",1
C10289,33,男,上海,白领,5122237.34,1701124.61,1064869.8,6435.46,328711.99,202314.32,7,704367.6,白金客户,6,存款|理财产品|基金|保险|信托|贵金属,"3879474.6,3439456.44,3179970.74,3836199.99,3166597.08,3698969.45,3634681.52,3540749.81,3364209.45,3538270.4,3622380.77,3222466.18",1
C10290,59,男,南京,白领,7874162.34,2683694.62,98259.99,45494.29,440567.77,234316.62,16,510302.12,白金客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"4860957.01,4911852.24,4556539.9,5112893.76,4850249.16,4794471.67,4778584.49,4899138.47,4777223.38,5184131.68,4825242.45,5545116.97",1
C10291,66,男,北京,公务员,1218609.75,62261.91,110958.12,33087.51,86422.59,165030.83,5,161381.39,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"719006.15,730106.24,778322.21,757587.13,830885.33,775931.88,838351.39,919080.75,891883.26,919641.07,983934.3,962973.46",0
C10292,56,男,成都,退休,10494212.19,2303407.89,1731478.85,1290238.81,890102.86,1501734.26,9,304584.65,钻石客户,6,存款|理财产品|基金|保险|信托|贵金属,"6480079.79,6816447.32,6686875.28,6790688.4,6915687.91,7096096.66,6745980.81,7161102.63,7110435.22,7254900.62,7469427.87,7209889.33",1
C10293,29,男,武汉,公务员,1064976.29,358426.61,39813.35,228345.82,143373.84,201644.3,1,69913.9,金卡客户,5,存款|理财产品|基金|保险|信托,"752887.23,751359.87,760340.75,772616.16,789959.68,803140.18,817290.4,769646.41,841768.75,864961.93,868848.63,894899.22",0
C10294,49,女,北京,自由职业,6234018.83,2227049.68,1674032.72,1027435.71,322411.23,1114204.5,12,149381.65,白金客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"4653977.86,5256214.57,5854099.76,5613269.8,6087558.62,5443481.15,6915930.57,6872513.82,6601505.81,6363106.85,7213145.41,6977794.6",1
C10295,51,男,成都,白领,2584527.81,937974.54,726001.17,521668.16,246406.35,156995.05,38,381508.07,金卡客户,5,存款|理财产品|基金|保险|信托,"1772042.81,1746956.12,1726952.7,1854901.24,2069128.7,2103884.4,2261276.19,2202299.74,2292162.48,2407367.71,2551206.88,2622048.7",0
C10296,49,男,成都,白领,3610252.82,485298.74,182109.55,877378.08,334430.7,708631.78,26,148614.29,金卡客户,5,存款|理财产品|基金|保险|信托,"2377806.05,2402171.38,2457405.2,2403856.08,2367540.05,2395672.6,2374610.43,2391176.8,2395072.51,2410200.33,2369266.92,2415556.58",0
C10297,58,女,上海,退休,1317414.2,72543.05,47122.03,213780.67,112078.31,145819.19,7,19049.74,金卡客户,5,存款|理财产品|基金|保险|信托,"1203450.2,1162998.41,1263323.71,1221916.24,1224687.07,1258466.87,1268473.03,1388615.13,1492442.55,1505532.04,1587627.98,1717368.12",0
C10298,37,男,苏州,企业主,77477487.51,13217401.2,11578639.86,8864041.96,6030338.58,2168114.16,1,2774189.05,钻石客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"66221295.0,59075558.59,67712975.96,77844391.91,69460361.92,81295330.38,79056405.56,81339860.01,84358329.17,87995323.48,85752747.72,91154352.25",1
C10299,50,女,南京,白领,1173961.19,272879.9,60611.56,89641.24,56607.67,37479.87,3,45462.35,金卡客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"1005984.77,1015325.7,1102369.02,1156969.34,1157759.79,1299024.57,1297908.55,1394279.62,1497145.67,1559697.34,1603999.32,1668279.92",0
C10300,59,男,上海,退休,5790226.26,959500.04,1494766.86,685794.62,694461.19,672383.96,3,731874.91,白金客户,6,存款|理财产品|基金|保险|信托|国债,"4724796.29,4672526.37,4576985.21,4610881.84,4594325.42,4769483.36,4638764.32,4681414.87,4584533.09,4820698.88,4841145.76,4686331.67",1
C10301,36,男,广州,公务员,540233.87,212172.34,14364.76,124555.09,38916.02,0.0,1,52577.67,银卡客户,4,存款|理财产品|基金|保险,"407311.44,386285.59,425192.28,395461.0,425260.78,389901.34,422675.41,493459.88,420545.04,432294.62,432829.87,447201.65",0
C10302,52,男,苏州,专业人士,3439706.85,1347486.68,290235.61,819884.93,27626.69,487937.56,1,142022.76,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"2488435.31,2507134.9,2622543.93,2725893.83,2884103.98,3064852.65,3174968.15,3342792.98,3528723.41,3651371.41,3798419.92,4007011.51",0
C10303,36,男,深圳,专业人士,572676.79,169900.92,155495.17,62222.43,41927.87,0.0,9,80082.66,银卡客户,4,存款|理财产品|基金|保险,"476000.53,491366.83,470622.61,525658.06,485728.07,444340.37,449051.4,497100.94,507559.06,499454.65,467749.56,428048.79",0
C10304,18,女,深圳,高管,5142520.58,1722260.26,1198506.07,1013824.49,546154.03,261464.08,5,753814.81,白金客户,5,存款|理财产品|基金|保险|信托,"4147232.32,4752227.62,4430631.39,3749721.5,4890489.52,4648072.49,4715359.31,4920052.49,5036558.34,5380248.58,5073570.79,5307098.25",1
C10305,50,女,武汉,高管,9806471.79,2885348.01,241925.33,1025423.73,822716.7,367568.7,6,713437.7,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"8907729.05,10583653.88,9073863.82,9717569.07,9282447.02,8137219.8,8038034.24,8987253.13,10043414.7,9899364.84,10003646.48,8829493.63",1
C10306,69,男,苏州,白领,498313.41,191039.39,124822.96,112481.92,60875.4,0.0,1,30818.11,银卡客户,5,存款|理财产品|基金|保险|贵金属,"395665.54,410938.84,412057.39,408872.88,456747.09,514194.17,577903.57,594593.55,595039.52,606927.64,654271.25,661949.42",0
C10307,70,男,北京,公务员,338932.48,99353.01,78241.08,20741.78,2513.9,0.0,3,43663.1,银卡客户,5,存款|理财产品|基金|保险|贵金属,"245595.98,245294.58,242687.41,245956.26,250749.57,245671.82,240681.48,245265.23,240786.57,244563.34,242410.69,231905.06",0
C10308,29,男,杭州,专业人士,4926398.32,1009280.88,956135.15,608565.06,458361.08,536189.2,17,417692.49,金卡客户,5,存款|理财产品|基金|保险|信托,"3965868.55,3920056.2,3912785.18,3808806.98,4150217.48,4469306.17,4429183.99,4562371.38,4896188.83,5347528.98,5371202.44,5470394.92",0
C10309,47,男,苏州,自由职业,908196.9,183806.6,109500.95,130716.62,79474.44,0.0,4,104440.99,银卡客户,5,存款|理财产品|基金|保险|外汇,"666903.09,694536.26,731021.79,755340.98,814171.97,845774.29,865254.17,922505.68,965263.35,999371.74,1046540.16,1115590.23",0
C10310,44,女,杭州,专业人士,3253180.27,248080.15,874114.47,652812.28,68085.87,505393.44,2,148224.53,金卡客户,5,存款|理财产品|基金|保险|信托,"2952984.27,2640840.33,2600579.18,2712092.36,2628998.67,2406255.94,2476547.31,2597768.15,2501462.35,2493663.41,2438592.93,2553363.99",0
C10311,48,男,广州,专业人士,6290715.11,2239518.46,253878.46,271742.62,337472.22,365797.37,7,604336.0,白金客户,5,存款|理财产品|基金|保险|信托,"6267293.17,6154137.85,5962633.95,6288019.26,6083248.08,6195112.15,6490895.39,6689394.61,6837757.06,6952422.74,7019181.89,6830659.68",1
C10312,44,女,上海,企业主,21599192.95,7488190.06,6431742.08,3668587.76,3034755.49,3572286.31,9,1372219.27,钻石客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"17654813.81,18672188.62,16520743.74,18408490.39,17432462.83,18060133.08,18438293.14,19575886.62,19863021.93,19144719.12,20720742.17,20654412.58",1
C10313,18,女,上海,白领,187499.18,39294.31,4005.36,37438.31,6842.84,0.0,4,20916.98,普通客户,5,存款|理财产品|基金|保险|贵金属,"203182.12,182876.88,176145.53,192575.63,189316.18,211048.49,246390.46,247278.92,266723.31,253760.29,258149.22,251681.98",0
C10314,49,女,苏州,企业主,4091071.97,484374.35,13690.27,247843.0,416538.21,189080.28,20,438260.62,金卡客户,5,存款|理财产品|基金|保险|信托,"2746636.59,2853747.47,2938151.32,2795243.14,3147891.2,3158883.1,3104622.91,3098227.02,3320175.29,3363286.79,3450434.01,3508243.82",0
C10315,55,男,深圳,退休,1738210.46,346347.7,316107.58,242378.13,169823.88,53563.21,7,174716.07,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"1478011.8,1554833.73,1517484.07,1532643.12,1331278.4,1475818.32,1537666.93,1339380.43,1455641.57,1305432.68,1217734.81,1259294.78",0
C10316,60,女,上海,自由职业,580151.57,131022.0,159596.0,102507.75,62868.13,0.0,23,33330.33,银卡客户,5,存款|理财产品|基金|保险|外汇,"418029.0,426105.05,437683.75,453155.99,435518.44,432905.7,428494.79,460623.34,477796.86,480010.53,475797.09,478747.08",0
C10317,70,女,南京,高管,1890328.03,726118.72,72915.96,329607.65,143541.41,9690.67,1,263633.93,金卡客户,5,存款|理财产品|基金|保险|信托,"1244174.7,1233085.34,1271765.0,1252466.49,1240998.09,1333300.43,1263500.57,1313355.95,1266808.1,1311744.25,1326211.55,1308653.15",0
